Runtime,Computationaltime,Backtracks
0 days 00:00:05.793605,0 days 00:00:05.789885,0
0 days 00:00:05.797573,0 days 00:00:05.793919,0
0 days 00:00:05.801440,0 days 00:00:05.797888,0
0 days 00:00:05.805327,0 days 00:00:05.801747,0
0 days 00:00:05.809362,0 days 00:00:05.805656,0
0 days 00:00:05.813199,0 days 00:00:05.809680,0
0 days 00:00:05.817108,0 days 00:00:05.813522,0
0 days 00:00:05.821062,0 days 00:00:05.817441,0
0 days 00:00:05.824985,0 days 00:00:05.821340,0
0 days 00:00:05.828916,0 days 00:00:05.825273,0
0 days 00:00:05.832858,0 days 00:00:05.829256,0
0 days 00:00:05.836743,0 days 00:00:05.833166,0
0 days 00:00:05.840716,0 days 00:00:05.837035,0
0 days 00:00:05.844700,0 days 00:00:05.841043,0
0 days 00:00:05.848765,0 days 00:00:05.845027,0
0 days 00:00:05.852623,0 days 00:00:05.849080,0
0 days 00:00:05.856494,0 days 00:00:05.852935,0
0 days 00:00:05.860384,0 days 00:00:05.856801,0
0 days 00:00:05.864393,0 days 00:00:05.860738,0
0 days 00:00:05.868185,0 days 00:00:05.864695,0
0 days 00:00:05.872194,0 days 00:00:05.868485,0
0 days 00:00:05.876260,0 days 00:00:05.872505,0
0 days 00:00:05.880209,0 days 00:00:05.876553,0
0 days 00:00:05.884157,0 days 00:00:05.880604,0
0 days 00:00:05.888103,0 days 00:00:05.884478,0
0 days 00:00:05.892121,0 days 00:00:05.888422,0
0 days 00:00:05.896159,0 days 00:00:05.892422,0
0 days 00:00:05.900137,0 days 00:00:05.896461,0
0 days 00:00:05.904151,0 days 00:00:05.900432,0
0 days 00:00:05.908010,0 days 00:00:05.904453,0
0 days 00:00:05.911929,0 days 00:00:05.908322,0
0 days 00:00:05.915968,0 days 00:00:05.912231,0
0 days 00:00:05.919933,0 days 00:00:05.916298,0
0 days 00:00:05.923974,0 days 00:00:05.920234,0
0 days 00:00:05.927828,0 days 00:00:05.924283,0
0 days 00:00:05.931658,0 days 00:00:05.928146,0
0 days 00:00:05.935727,0 days 00:00:05.931992,0
0 days 00:00:05.939643,0 days 00:00:05.936033,0
0 days 00:00:05.943657,0 days 00:00:05.939955,0
0 days 00:00:05.947658,0 days 00:00:05.943984,0
0 days 00:00:05.951573,0 days 00:00:05.947979,0
0 days 00:00:05.955454,0 days 00:00:05.951877,0
0 days 00:00:05.959449,0 days 00:00:05.955754,0
0 days 00:00:05.963476,0 days 00:00:05.959753,0
0 days 00:00:05.967587,0 days 00:00:05.963791,0
0 days 00:00:05.971398,0 days 00:00:05.967888,0
0 days 00:00:05.975439,0 days 00:00:05.971699,0
0 days 00:00:05.979364,0 days 00:00:05.975754,0
0 days 00:00:05.983213,0 days 00:00:05.979659,0
0 days 00:00:05.987065,0 days 00:00:05.983515,0
0 days 00:00:05.990964,0 days 00:00:05.987371,0
