Runtime,Computationaltime,Backtracks
0 days 00:00:02.000303,0 days 00:00:01.996352,0
0 days 00:00:02.004954,0 days 00:00:02.001057,0
0 days 00:00:02.009530,0 days 00:00:02.005712,0
0 days 00:00:02.014347,0 days 00:00:02.010458,0
0 days 00:00:02.018961,0 days 00:00:02.015108,0
0 days 00:00:02.023660,0 days 00:00:02.019795,0
0 days 00:00:02.028325,0 days 00:00:02.024469,0
0 days 00:00:02.032924,0 days 00:00:02.029063,0
0 days 00:00:02.037483,0 days 00:00:02.033697,0
0 days 00:00:02.042149,0 days 00:00:02.038250,0
0 days 00:00:02.046905,0 days 00:00:02.043034,0
0 days 00:00:02.051466,0 days 00:00:02.047714,0
0 days 00:00:02.056107,0 days 00:00:02.052191,0
0 days 00:00:02.060721,0 days 00:00:02.056902,0
0 days 00:00:02.065338,0 days 00:00:02.061477,0
0 days 00:00:02.069908,0 days 00:00:02.066072,0
0 days 00:00:02.074653,0 days 00:00:02.070688,0
0 days 00:00:02.079588,0 days 00:00:02.075509,0
0 days 00:00:02.085016,0 days 00:00:02.080642,0
0 days 00:00:02.091255,0 days 00:00:02.086351,0
0 days 00:00:02.100323,0 days 00:00:02.093732,0
0 days 00:00:02.107683,0 days 00:00:02.102062,0
0 days 00:00:02.116940,0 days 00:00:02.110151,0
0 days 00:00:02.121634,0 days 00:00:02.117723,0
0 days 00:00:02.127055,0 days 00:00:02.122836,0
0 days 00:00:02.133152,0 days 00:00:02.128426,0
0 days 00:00:02.138053,0 days 00:00:02.133957,0
0 days 00:00:02.142836,0 days 00:00:02.138838,0
0 days 00:00:02.147948,0 days 00:00:02.143766,0
0 days 00:00:02.152532,0 days 00:00:02.148732,0
0 days 00:00:02.157023,0 days 00:00:02.153228,0
0 days 00:00:02.162046,0 days 00:00:02.157891,0
0 days 00:00:02.166497,0 days 00:00:02.162740,0
0 days 00:00:02.171113,0 days 00:00:02.167247,0
0 days 00:00:02.175815,0 days 00:00:02.171900,0
0 days 00:00:02.180823,0 days 00:00:02.176768,0
0 days 00:00:02.185465,0 days 00:00:02.181570,0
0 days 00:00:02.190011,0 days 00:00:02.186186,0
0 days 00:00:02.194671,0 days 00:00:02.190769,0
0 days 00:00:02.199410,0 days 00:00:02.195467,0
0 days 00:00:02.204072,0 days 00:00:02.200168,0
0 days 00:00:02.208795,0 days 00:00:02.204868,0
0 days 00:00:02.213524,0 days 00:00:02.209661,0
0 days 00:00:02.218159,0 days 00:00:02.214316,0
0 days 00:00:02.222777,0 days 00:00:02.218897,0
0 days 00:00:02.227443,0 days 00:00:02.223605,0
0 days 00:00:02.232053,0 days 00:00:02.228271,0
0 days 00:00:02.236711,0 days 00:00:02.232803,0
0 days 00:00:02.241375,0 days 00:00:02.237422,0
0 days 00:00:02.246467,0 days 00:00:02.242295,0
0 days 00:00:02.250982,0 days 00:00:02.247183,0
0 days 00:00:02.255653,0 days 00:00:02.251762,0
0 days 00:00:02.260544,0 days 00:00:02.256537,0
0 days 00:00:02.265290,0 days 00:00:02.261362,0
0 days 00:00:02.269881,0 days 00:00:02.266022,0
0 days 00:00:02.274675,0 days 00:00:02.270707,0
0 days 00:00:02.279452,0 days 00:00:02.275562,0
0 days 00:00:02.284088,0 days 00:00:02.280247,0
0 days 00:00:02.288757,0 days 00:00:02.284868,0
0 days 00:00:02.293564,0 days 00:00:02.289663,0
0 days 00:00:02.298334,0 days 00:00:02.294388,0
0 days 00:00:02.302869,0 days 00:00:02.299118,0
0 days 00:00:02.307338,0 days 00:00:02.303608,0
0 days 00:00:02.312377,0 days 00:00:02.308251,0
0 days 00:00:02.316999,0 days 00:00:02.313159,0
0 days 00:00:02.321654,0 days 00:00:02.317729,0
0 days 00:00:02.326326,0 days 00:00:02.322460,0
0 days 00:00:02.330998,0 days 00:00:02.327157,0
0 days 00:00:02.335635,0 days 00:00:02.331773,0
0 days 00:00:02.340347,0 days 00:00:02.336406,0
0 days 00:00:02.344979,0 days 00:00:02.341103,0
0 days 00:00:02.349757,0 days 00:00:02.345792,0
0 days 00:00:02.354292,0 days 00:00:02.350491,0
0 days 00:00:02.359026,0 days 00:00:02.355097,0
0 days 00:00:02.363778,0 days 00:00:02.359891,0
0 days 00:00:02.368315,0 days 00:00:02.364579,0
0 days 00:00:02.372988,0 days 00:00:02.369110,0
0 days 00:00:02.377755,0 days 00:00:02.373843,0
